Intel Name,Intel Source,Intel Source Link,Intel Summary,Impact,Date of Scan,Intel Push to ATS
Client_side_Magecart_attacks_still_around_but_more_covert,Malwarebytes,https://blog.malwarebytes.com/threat-intelligence/2022/06/client-side-magecart-attacks-still-around-but-more-covert/,Malwarebytes reseraches are saying that Magecart client-side attacks are still around and there are some changes took place in the threat landscape. Newly reported domains linked with ‘anti-VM’ skimmer. One thing known is that if the Magecart threat actors decided to switch their operations exclusively server-side then the majority of companies would lose visibility overnight. ,MEDIUM,2022-06-20,Yes
Voicemail_themed_Phishing_attacks_targeting_industries_in_US,Zscaler,https://www.zscaler.com/blogs/security-research/resurgence-voicemail-themed-phishing-attacks-targeting-key-industry,Researchers from Zscalar ThreatLabz has identified and monitoring the activities of a threat actor which targets users in various US-based organizations with malicious voicemail-notification-themed emails in an attempt to steal their Office365 and Outlook credentials. ,MEDIUM,2022-06-20,Yes
CopperStealer_Malware_infecting_via_websites_hosting_fake_software,Trendmicro,"https://www.trendmicro.com/de_de/research/22/f/websites-hosting-fake-cracks-spread-updated-copperstealer.html, https://www.trendmicro.com/content/dam/trendmicro/global/en/research/22/f/websites-hosting-fake-cracks-spread-updated-copperstealer-malware/IOCs-websites-hosting-fake-cracks-spread-updated-copperstealer.txt",Trendmicro noticed a new version of CopperStealer with the infection vector starts with a website offering fake cracks and 2 stages of the attack: cryptor and dropper.,MEDIUM,2022-06-17,Yes
Cerber2021_Ransomware_Back_In_Action,Cyble,"https://blog.cyble.com/2022/06/17/cerber2021-ransomware-back-in-action/, https://otx.alienvault.com/indicator/domain/pigetrzlperjreyr3fbytm27bljaq4eungv3gdq2tohnoyfrqu4bx5qd.onion","Cyble Research Labs has analysed a smaple of Cerber2021 ransomware, which suggests that threat actors exploit recently patched/unpatched Atlasian vulnerabilities to deliver the ransomware.",MEDIUM,2022-06-17,Yes
New_Version_of_Raccon_Stealer,S2W INC,https://medium.com/s2wblog/raccoon-stealer-is-back-with-a-new-version-5f436e04b20d,"Researchers from S2W Inc shared details around the new version of Raccoon Stealer and its operator who made announcement on the dark web forum “Exploit”, stating that after three and a half months of being temporarily suspended, V2 of the stealer is operational.",LOW,2022-06-17,Yes
Malspam_pushes_Matanbuchus_malware,ISC.SANS,https://isc.sans.edu/diary/rss/28752,Researchers from SANS found a malicious campaign pushing Matanbuchus malware which lead to Cobalt Strike.,LOW,2022-06-17,Yes
New_IceLoader_malware_3_0,Fortinet,https://www.fortinet.com/blog/threat-research/new-icexloader-3-0-developers-warm-up-to-nim,"While hunting for new malware families written in the Nim programming language, FortiGuard Labs discovered a loader malware with the strings “ICE_X” and “v3.0”. A loader is a type of malware that is intended for downloading and executing additional payloads provided by a threat actor to further their malicious objectives.",MEDIUM,2022-06-17,Yes
Malicious_HWP_Files_distributed_through_PC_messengers,ASEC,https://asec.ahnlab.com/en/35405/,ASEC Research team has discovered the active distribution of APT files that are exploiting a feature of HWP files and targeting South-Korean users since long.,LOW,2022-06-17,Yes
Confluence_exploits_leveraged_to_drop_ransomware_payloads,Sophos,https://news.sophos.com/en-us/2022/06/16/confluence-exploits-used-to-drop-ransomware-on-vulnerable-servers/ https://github.com/sophoslabs/IoCs/blob/master/CVE-2022-26134_attacks.csv,"Researchers at Sophos Labs has identified attackers are leveraging Confluence exploits against Windows vulnerable servers and dropping Cerber Ransomware and also pushing down Cobalt Strike shellcode, running PowerShell commands.",MEDIUM,2022-06-16,Yes
Houdini_RAT_leveraging_JavaScript_Dropper,ISC.SANS,https://isc.sans.edu/diary/rss/28746,Houdini leveraging a phishing email with a ZIP archive that contains a JavaScript file called “New-Order.js,LOW,2022-06-16,Yes
New_Redline_InfoStealer_campaign,Qualys,"https://blog.qualys.com/vulnerabilities-threat-research/2022/06/15/new-qualys-research-report-inside-a-redline-infostealer-campaign
https://www.qualys.com/docs/whitepapers/qualys-wp-fake-cracked-software-caught-peddling-redline-stealers-v220606.pdf",Qualys researchers found a new Redline InfoStealer campaign which spreads via fake cracked software hosted on Discord’s content delivery network. ,LOW,2022-06-16,Yes
Monkeypox_phishing_outbreak,Cofense,https://cofense.com/blog/monkeypox-phishing-outbreak-becomes-latest-lure,"Cofense's Phishing Defence Center has seen attempts to deceive enterprise staff with a series of monkeypox themed phishing emails. As this rare infection spreads around the globe and gains media attention, attackers are likely to continue tweaking their tactics.",LOW,2022-06-16,Yes
Zero_Day_Sophos_Firewall_Exploitation_and_an_Insidious_Breach_by_DriftingCloud_threat_actor,Volexity,"https://www.volexity.com/blog/2022/06/15/driftingcloud-zero-day-sophos-firewall-exploitation-and-an-insidious-breach/, https://github.com/volexity/threat-intel/blob/main/2022/2022-06-15%20DriftingCloud%20-%20Zero-Day%20Sophos%20Firewall%20Exploitation%20and%20an%20Insidious%20Breach/indicators/indicators.csv","Volexity observesed a backdoored Shophos Firewall attack. This particular attack leveraged a zero-day exploit to compromise the customer's firewall. Also it was observed the attacker implement an interesting webshell backdoor, create a secondary form of persistence, and ultimately launch attacks against the customer's staff. These attacks aimed to further breach cloud-hosted web servers hosting the organization's public-facing websites.",MEDIUM,2022-06-16,Yes
QBot_returns_with_new_TTPs,SocInvestigations,https://www.socinvestigation.com/qbot-returns-returns-with-new-ttps-detection-response/,"Socinvestigation detection and response analysts detected a banking trojan malware QBOT coming back with new TTPS: distribution via XLSB, and via XLTM.",LOW,2022-06-16,Yes
Potential_attack_vector_using_Follina_Vulnerability,Qualys,https://blog.qualys.com/product-tech/2022/06/14/detect-the-follina-msdt-vulnerability-cve-2022-30190-with-qualys-multi-vector-edr-context-xdr,Qualys researchers has examined a potential attack vector as well as technical details of Follina vulnerability.,MEDIUM,2022-06-15,Yes
Panchan_Botnet_targeting_Linux_servers,Akamai,https://www.akamai.com/blog/security/new-p2p-botnet-panchan,"Researchers at Akamai has discovered Panchan, a new peer-to-peer botnet and SSH worm and has been actively breaching Linux servers. Panchan is written in Golang, and utilizes its built-in concurrency features to maximize spreadability and execute malware modules.",MEDIUM,2022-06-15,Yes
Old_Telerik_vulnerability_exploitation_delivering_cryptominer_and_CobaltStrike_infections,Sophos,https://news.sophos.com/en-us/2022/06/15/telerik-ui-exploitation-leads-to-cryptominer-cobalt-strike-infections/,"Researchers from Sophos discovered an exploitation of a three-year old vulnerability (CVE-2019-18935) in the Telerik UI web application framework to take control of web servers, installing Cobalt Strike beacons in the form of a DLL payload) to disk, then used the beacon to execute encoded PowerShell commands, which downloaded more malwares by an unknown threat actor.",LOW,2022-06-15,Yes
Old Telerik vulnerability exploitation delivering cryptominer and CobaltStrike infections,Sophos,https://news.sophos.com/en-us/2022/06/15/telerik-ui-exploitation-leads-to-cryptominer-cobalt-strike-infections/,"Researchers from Sophos discovered an exploitation of a three-year old vulnerability (CVE-2019-18935) in the Telerik UI web application framework to take control of web servers, installing Cobalt Strike beacons in the form of a DLL payload) to disk, then used the beacon to execute encoded PowerShell commands, which downloaded more malwares by an unknown threat actor.",LOW,2022-06-15,Yes
Hydra_Android_Distributed_Via_Play_Store,Cyble,"https://blog.cyble.com/2022/06/13/hydra-android-malware-distributed-via-play-store/, https://twitter.com/AndroidInSecure/status/1534175436187500548","During the routine threat hunting exercise, Cyble Research Labs came across a Twitter Post wherein the researcher mentioned an Android malware variant published on the Play Store. The variant in question acts as a Hostile Downloader and downloads the Hydra Banking Trojan.",LOW,2022-06-15,Yes
Saitama_backdoor_using_DNS_tunneling,ISC.SANS,"https://isc.sans.edu/forums/diary/Translating+Saitamas+DNS+tunneling+messages/28738/
https://morphuslabs.com/translating-saitamas-dns-tunneling-messages-877e3a3ed1d6",Researchers identified Saitama backdoor was used in a phishing e-mail that targeted a government official from Jordan’s foreign ministry in an attack attributed to the Iranian group APT34.,LOW,2022-06-15,Yes
How_SeaFlower_installs_backdoors_in_iOS_Android_web3_wallets,Confiant,https://blog.confiant.com/how-seaflower-%E8%97%8F%E6%B5%B7%E8%8A%B1-installs-backdoors-in-ios-android-web3-wallets-to-steal-your-seed-phrase-d25f0ccdffce,"Confiant believes SeaFlower is the most technically sophisticated threat targeting web3 users, right after the infamous Lazarus Group",MEDIUM,2022-06-14,Yes
PureCrypter_dropping_RATs_and_InfoStealer,Zscaler,https://www.zscaler.com/blogs/security-research/technical-analysis-purecrypter,Zscalers researchers documented workings of a fully-featured malware loader dubbed PureCrypter that's being purchased by cyber criminals to deliver remote access trojans (RATs) and information stealers.,LOW,2022-06-14,Yes
The_IP2Scam_tech_support_campaign_scammers,Malwarebytes,"https://blog.malwarebytes.com/threat-intelligence/2022/06/taking-down-the-ip2scam-tech-support-campaign/, https://github.com/MBThreatIntel/TSS/blob/master/digital_ocean_IP2Scam.csv, https://github.com/MBThreatIntel/TSS/blob/master/digital_ocean_IP2Scam.csv","Malwarebytes break down what they call the IP2Scam tech support scheme, by going back in time to track previously used infrastructure",LOW,2022-06-14,Yes
Purple_Fox_malware_analysis,Esentire,https://www.esentire.com/blog/esentire-threat-intelligence-malware-analysis-purple-fox,"eSentire’s Threat Response Unit (TRU) team recently observed multiple Purple Fox infections. The malware targets vulnerable versions of Internet Explorer (IE). The infection starts with the execution of a malicious script via mshta.exe, a utility that runs Microsoft HTML Applications (HTA) files. ",LOW,2022-06-14,Yes
New_Linux_Rootkit_Syslogk,Avast,https://decoded.avast.io/davidalvarez/linux-threat-hunting-syslogk-a-kernel-rootkit-found-under-development-in-the-wild/,"Researchers from Avast spotted a new Linux rootkit, dubbed ‘Syslogk,’ that uses specially crafted “magic packets” to activate a dormant backdoor on the device.",LOW,2022-06-14,Yes
Iranian_phishing_campaign_linked_to_Phosphorous_APT_group,Checkpoint,https://research.checkpoint.com/2022/check-point-research-exposes-an-iranian-phishing-campaign-targeting-former-israeli-foreign-minister-former-us-ambassador-idf-general-and-defense-industry-executives/,,LOW,2022-06-14,Yes
ChromeLoader_adware_halted_from_broadcasting_by_Jamf_Protect,Jamf,https://www.jamf.com/blog/chromeloader-adware/,CrowdStrike researchers tracked an adware campaign that injects ads into Chrome and Safari browsers on macOS. Victims are tricked into opening a DMG file and running a shell script which masquerades as a legitimate installer application. ,MEDIUM,2022-06-14,Yes
Crypto_Miners_Leveraging_Atlassian_Zero_Day_Vulnerability,Checkpoint,https://blog.checkpoint.com/2022/06/09/crypto-miners-leveraging-atlassian-zero-day-vulnerability/,Checkpoint Labs has uncovered an unauthenticated attacker who can use this vulnerability to execute arbitrary code on the target server by placing a malicious payload in the URI.,MEDIUM,2022-06-13,Yes
HelloXD_ransomware_and_links_with_x4k_threat_actor,Palo Alto,https://unit42.paloaltonetworks.com/helloxd-ransomware/,"Researchers from PaloAlto noticed in increased activity of Hello XD ransomware, whose operators are now deploying an upgraded sample featuring stronger encryption.",LOW,2022-06-13,Yes
Chinese_APT_GALLIUM_levarges_PingPull_RAT_in_Cyberespionage_Campaigns,Palo Alto,https://unit42.paloaltonetworks.com/pingpull-gallium/,"Unit 42 recently identified a new, difficult-to-detect remote access trojan named PingPull being used by GALLIUM, an advanced persistent threat (APT) group.",MEDIUM,2022-06-13,Yes
